"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"31","MINAS GERAIS","02/2016","1763511","71,00","926514","547112","1473626","289885","140666","72,58"
"32","ESPÍRITO SANTO","02/2016","295751","67,73","155364","94254","249618","46133","22656","69,15"
"33","RIO DE JANEIRO","02/2016","1044104","68,06","683298","239772","923070","121034","121835","69,01"
"35","SÃO PAULO","02/2016","2371425","68,48","1209171","721876","1931047","440378","209028","68,43"
"41","PARANÁ","02/2016","827756","70,85","324528","328410","652938","174818","49592","72,67"
"42","SANTA CATARINA","02/2016","270689","63,97","103503","92448","195951","74738","19529","65,68"
"43","RIO GRANDE DO SUL","02/2016","693012","66,37","345659","204360","550019","142993","65351","68,42"
"50","MATO GROSSO DO SUL","02/2016","281292","67,28","122838","88297","211135","70157","19113","70,05"
"51","MATO GROSSO","02/2016","328469","69,50","151866","101830","253696","74773","16864","70,89"
"52","GOIÁS","02/2016","539187","68,36","285844","160178","446022","93165","20043","70,79"
"53","DISTRITO FEDERAL","02/2016","112324","51,87","67965","31939","99904","12420","6564","51,99"
"11","RONDÔNIA","03/2016","153016","65,64","81907","44245","126152","26864","4096","66,96"
"12","ACRE","03/2016","95538","78,17","78311","13454","91765","3773","19407","79,32"
"13","AMAZONAS","03/2016","420284","74,80","331087","62490","393577","26707","33482","76,16"
"14","RORAIMA","03/2016","75085","83,20","49059","16499","65558","9527","4631","83,86"
"15","PARÁ","03/2016","1037453","75,69","801888","156515","958403","79050","58993","76,69"
"16","AMAPÁ","03/2016","74428","80,30","60347","10204","70551","3877","7689","82,55"
"17","TOCANTINS","03/2016","206948","75,11","119705","54663","174368","32580","10040","76,93"
"21","MARANHÃO","03/2016","1030815","71,49","835635","122032","957667","73148","82459","73,26"
"22","PIAUÍ","03/2016","501192","72,61","394990","68254","463244","37948","56771","73,96"
"23","CEARÁ","03/2016","1340350","76,04","922205","303089","1225294","115056","68625","77,44"
"24","RIO GRANDE DO NORTE","03/2016","452156","73,30","311306","98487","409793","42363","39851","75,05"
"25","PARAÍBA","03/2016","590483","74,71","463264","83510","546774","43709","101559","76,08"
"26","PERNAMBUCO","03/2016","1378227","76,42","1023826","251748","1275574","102653","119257","77,51"
"27","ALAGOAS","03/2016","462505","71,50","347989","79303","427292","35213","32391","72,74"
"28","SERGIPE","03/2016","325454","73,99","241824","57956","299780","25674","11181","75,48"
"29","BAHIA","03/2016","2258306","75,31","1646187","395428","2041615","216691","201457","77,24"
"31","MINAS GERAIS","03/2016","1763407","70,41","926756","544857","1471613","291794","143645","72,03"
"32","ESPÍRITO SANTO","03/2016","295368","67,11","154920","94014","248934","46434","23107","68,57"
"33","RIO DE JANEIRO","03/2016","1047461","67,67","684569","239005","923574","123887","124154","68,60"
"35","SÃO PAULO","03/2016","2383924","68,00","1213966","721408","1935374","448550","213414","67,91"
"41","PARANÁ","03/2016","829771","70,29","325145","328292","653437","176334","51065","72,14"
"42","SANTA CATARINA","03/2016","269252","63,05","103706","91436","195142","74110","19916","64,95"
"43","RIO GRANDE DO SUL","03/2016","689454","65,58","343708","202643","546351","143103","65343","67,65"
"50","MATO GROSSO DO SUL","03/2016","280271","66,43","122182","87666","209848","70423","19159","69,21"
"51","MATO GROSSO","03/2016","327992","68,82","151369","101447","252816","75176","16604","70,27"
"52","GOIÁS","03/2016","538085","67,61","285022","159146","444168","93917","19942","69,99"
"53","DISTRITO FEDERAL","03/2016","112667","51,66","68006","31981","99987","12680","6745","51,77"
"11","RONDÔNIA","04/2016","150452","63,90","79554","43723","123265","29403","3884","65,06"
"12","ACRE","04/2016","94501","76,91","77742","13103","90841","4014","19721","78,12"
"13","AMAZONAS","04/2016","412539","72,70","325775","60524","386269","28620","33967","74,08"
"14","RORAIMA","04/2016","75042","82,28","48914","16475","65384","10264","4641","82,92"
"15","PARÁ","04/2016","1021065","73,83","788717","153695","942337","84344","57819","74,83"
"16","AMAPÁ","04/2016","73293","78,50","59404","10050","69446","4156","7603","80,77"
"17","TOCANTINS","04/2016","204534","73,56","118145","54005","172131","35285","9716","75,46"
"21","MARANHÃO","04/2016","1012215","69,64","819922","120517","940390","76234","81348","71,43"
"22","PIAUÍ","04/2016","493483","71,02","390147","65944","456061","40678","56498","72,43"
"23","CEARÁ","04/2016","1324382","74,70","911942","298331","1210228","127308","68607","76,13"
"24","RIO GRANDE DO NORTE","04/2016","442776","71,45","305763","95893","401642","45112","39544","73,26"
"25","PARAÍBA","04/2016","584570","73,48","459251","81971","541198","46910","102152","74,90"
"26","PERNAMBUCO","04/2016","1364151","75,11","1013610","248395","1261955","112133","120028","76,21"
"27","ALAGOAS","04/2016","457976","70,34","344149","78418","422550","38224","32341","71,60"
"28","SERGIPE","04/2016","321462","72,46","239454","56884","296325","27350","11267","74,06"
"29","BAHIA","04/2016","2231583","73,88","1627877","389417","2017184","231948","202452","75,85"
"31","MINAS GERAIS","04/2016","1741060","68,92","918238","535910","1454005","317667","146261","70,67"
"32","ESPÍRITO SANTO","04/2016","292131","65,70","152717","92774","245470","52483","23503","67,14"
"33","RIO DE JANEIRO","04/2016","1037662","66,26","676558","234964","911469","140012","125758","67,11"
"35","SÃO PAULO","04/2016","2379466","66,84","1213505","714096","1927382","501417","218816","66,74"
"41","PARANÁ","04/2016","826279","69,13","324227","325989","650142","199049","52548","71,08"
"42","SANTA CATARINA","04/2016","265503","61,55","103289","89757","193017","79323","20244","63,71"
"43","RIO GRANDE DO SUL","04/2016","680607","64,21","338642","199428","538006","155551","65092","66,22"
"50","MATO GROSSO DO SUL","04/2016","275611","64,69","114326","81315","206319","72131","19142","67,56"
"51","MATO GROSSO","04/2016","324257","67,37","148803","100102","248877","81713","16154","68,77"
"52","GOIÁS","04/2016","528427","65,71","280197","155609","435760","100960","19622","68,10"
"53","DISTRITO FEDERAL","04/2016","113401","51,64","68547","32091","100634","14437","6944","51,84"
"11","RONDÔNIA","05/2016","149923","63,13","78238","43602","122286","29953","3796","64,20"
"12","ACRE","05/2016","94718","76,62","77959","12937","91110","3970","20137","77,90"
"13","AMAZONAS","05/2016","410627","71,84","323934","59100","384333","28667","34766","73,23"
"14","RORAIMA","05/2016","75219","81,85","48916","16391","65455","10402","4684","82,46"
"15","PARÁ","05/2016","1019602","73,16","785100","152117","940413","84993","58272","74,18"
"16","AMAPÁ","05/2016","73018","77,42","58509","10139","68882","4465","7634","79,58"
"17","TOCANTINS","05/2016","203896","72,89","117446","53664","171531","35387","9623","74,88"
"21","MARANHÃO","05/2016","1014595","69,20","817584","122033","942717","77420","81907","71,03"
"22","PIAUÍ","05/2016","493720","70,68","390083","65074","456060","40958","56951","72,12"
"23","CEARÁ","05/2016","1326098","74,39","910932","297292","1211236","129149","69561","75,88"
"24","RIO GRANDE DO NORTE","05/2016","440678","70,77","304004","94655","399744","45150","39453","72,62"
"25","PARAÍBA","05/2016","584140","73,04","458129","81253","540616","47315","102996","74,51"
"26","PERNAMBUCO","05/2016","1365645","74,75","1012898","246827","1263031","113618","121942","75,87"
"27","ALAGOAS","05/2016","461257","70,38","344966","78755","425004","39439","32864","71,67"
"28","SERGIPE","05/2016","321833","72,02","239197","56282","296437","27719","11328","73,67"
"29","BAHIA","05/2016","2231114","73,40","1624967","386855","2016858","233225","204886","75,43"
"31","MINAS GERAIS","05/2016","1739678","68,41","916143","532680","1452363","319440","149131","70,21"
"32","ESPÍRITO SANTO","05/2016","291755","65,18","152386","92187","245180","52644","24211","66,70"
"33","RIO DE JANEIRO","05/2016","1044353","66,02","676791","234177","913881","145000","128382","66,79"
"35","SÃO PAULO","05/2016","2397238","66,52","1220356","712455","1938438","509883","224946","66,42"
"41","PARANÁ","05/2016","828752","68,78","325006","325161","651776","200861","54050","70,79"
"42","SANTA CATARINA","05/2016","266118","61,08","103837","89231","193668","79250","20898","63,41"
"43","RIO GRANDE DO SUL","05/2016","678389","63,57","336165","197635","535383","155939","65444","65,58"
"50","MATO GROSSO DO SUL","05/2016","274868","64,08","113599","80567","205514","72255","19324","66,99"
"51","MATO GROSSO","05/2016","323692","66,75","147489","99482","247726","82456","16046","68,11"
"52","GOIÁS","05/2016","526938","65,02","278413","153997","433886","101719","19609","67,39"
"53","DISTRITO FEDERAL","05/2016","115067","52,14","69334","32430","102055","14789","7137","52,39"
"11","RONDÔNIA","06/2016","147651","61,70","80602","39329","119931","27720","3608","62,71"
"12","ACRE","06/2016","94144","75,74","79406","11246","90652","3492","20282","77,14"
"13","AMAZONAS","06/2016","408112","70,83","329094","52324","381418","26694","35183","72,24"
"14","RORAIMA","06/2016","74435","80,45","49962","14701","64663","9772","4649","81,07"
"15","PARÁ","06/2016","1008125","71,87","791954","137199","929153","78972","57204","72,94"
"16","AMAPÁ","06/2016","72480","75,72","59221","9008","68229","4251","7688","77,86"
"17","TOCANTINS","06/2016","202298","71,87","121287","48821","170108","32190","9418","74,03"
"21","MARANHÃO","06/2016","1014409","68,67","827997","115431","943428","70981","81412","70,63"
"22","PIAUÍ","06/2016","493114","70,30","395243","60145","455388","37726","56889","71,88"
"23","CEARÁ","06/2016","1316707","73,49","927647","274478","1202125","114582","69104","75,07"
"24","RIO GRANDE DO NORTE","06/2016","435694","69,69","308405","86746","395151","40543","39107","71,63"
"25","PARAÍBA","06/2016","581594","72,36","462899","75359","538258","43336","102832","73,97"
"26","PERNAMBUCO","06/2016","1357285","73,91","1022688","230700","1253388","103897","121788","75,05"
"27","ALAGOAS","06/2016","462787","70,14","352188","73372","425560","37227","32982","71,45"
"28","SERGIPE","06/2016","320581","71,17","242817","52020","294837","25744","11076","72,94"
"29","BAHIA","06/2016","2219392","72,65","1646398","359221","2005619","213773","204318","74,76"
"31","MINAS GERAIS","06/2016","1728706","67,49","946932","494983","1441915","286791","149186","69,43"
"32","ESPÍRITO SANTO","06/2016","288851","64,12","158830","83756","242586","46265","24580","65,72"
"33","RIO DE JANEIRO","06/2016","1036399","64,89","686160","215619","901779","134620","127895","65,57"
"35","SÃO PAULO","06/2016","2399015","65,75","1263896","667437","1931333","467682","225625","65,67"
"41","PARANÁ","06/2016","827956","68,08","344789","305176","649965","177991","54848","70,22"
"42","SANTA CATARINA","06/2016","263148","59,79","109749","82265","192014","71134","21025","62,47"
"43","RIO GRANDE DO SUL","06/2016","669421","62,34","344800","182935","527735","141686","64623","64,46"
"50","MATO GROSSO DO SUL","06/2016","271555","62,88","124488","78648","203136","68419","19067","65,95"
"51","MATO GROSSO","06/2016","320294","65,52","152026","92370","244396","75898","15445","66,96"
"52","GOIÁS","06/2016","524286","64,10","288033","142615","430648","93638","19256","66,52"
"53","DISTRITO FEDERAL","06/2016","113622","51,08","71116","29340","100456","13166","7112","51,23"
"11","RONDÔNIA","07/2016","146516","60,67","79563","39208","118771","27745","3446","61,77"
"12","ACRE","07/2016","94046","75,20","79187","11420","90607","3439","20566","76,69"
"13","AMAZONAS","07/2016","410071","70,50","329865","52889","382754","27317","35717","71,97"
"14","RORAIMA","07/2016","73764","79,22","49092","14854","63946","9818","4628","79,84"
"15","PARÁ","07/2016","1006864","71,22","787831","138768","926599","80265","56838","72,30"
"16","AMAPÁ","07/2016","72245","74,53","58973","9077","68050","4195","7654","76,78"
"17","TOCANTINS","07/2016","202014","71,35","120687","48961","169648","32366","9174","73,61"
"21","MARANHÃO","07/2016","1020009","68,43","827295","122390","949685","70324","80994","70,53"
"22","PIAUÍ","07/2016","491517","69,72","392304","60858","453162","38355","56692","71,34"
"23","CEARÁ","07/2016","1308564","72,59","917784","275484","1193268","115296","68578","74,23"
"24","RIO GRANDE DO NORTE","07/2016","433202","68,96","306073","86844","392917","40285","38780","70,99"
"25","PARAÍBA","07/2016","580238","71,82","460377","76371","536748","43490","103087","73,51"
"26","PERNAMBUCO","07/2016","1354125","73,27","1015208","233416","1248624","105501","121995","74,43"
"27","ALAGOAS","07/2016","459945","69,36","349064","73366","422430","37515","32959","70,68"
"28","SERGIPE","07/2016","321165","70,83","242457","52557","295014","26151","10981","72,66"
"29","BAHIA","07/2016","2217687","72,24","1639106","363169","2002275","215412","204487","74,39"
"31","MINAS GERAIS","07/2016","1725251","66,86","942332","495625","1437957","287294","150917","68,93"
"32","ESPÍRITO SANTO","07/2016","287011","63,25","157331","83314","240645","46366","25031","64,87"
"33","RIO DE JANEIRO","07/2016","1038283","64,28","682317","217290","899607","138676","128524","64,94"
"35","SÃO PAULO","07/2016","2422976","65,40","1271379","674142","1945521","477455","231963","65,40"
"41","PARANÁ","07/2016","834062","67,77","344397","307935","652332","181730","56184","69,96"
"42","SANTA CATARINA","07/2016","261688","58,84","109699","81774","191473","70215","21512","61,81"
"43","RIO GRANDE DO SUL","07/2016","662155","61,21","340393","181848","522241","139914","64305","63,49"
"50","MATO GROSSO DO SUL","07/2016","270250","62,02","123658","78344","202002","68248","18940","65,25"
"51","MATO GROSSO","07/2016","319673","64,78","150433","92629","243062","76611","14942","66,27"
"52","GOIÁS","07/2016","525554","63,68","286659","144005","430664","94890","19010","66,12"
"53","DISTRITO FEDERAL","07/2016","114154","50,83","71355","29318","100673","13481","7331","50,94"
"11","RONDÔNIA","08/2016","146075","60,04","74534","43409","117943","28132","3295","61,16"
"12","ACRE","08/2016","93798","74,67","77074","13280","90354","3444","20757","76,19"
"13","AMAZONAS","08/2016","409399","69,92","321543","60178","381721","27678","35953","71,38"
"14","RORAIMA","08/2016","72338","77,32","46404","16236","62640","9698","4560","78,01"
"15","PARÁ","08/2016","1006754","70,77","769476","155362","924838","81916","56688","71,85"
"16","AMAPÁ","08/2016","71721","73,20","57210","10304","67514","4207","7605","75,43"
"17","TOCANTINS","08/2016","202233","71,02","115818","53944","169762","32471","9058","73,44"
"21","MARANHÃO","08/2016","1020368","68,04","812798","137983","950781","69587","80791","70,26"
"22","PIAUÍ","08/2016","490548","69,30","384737","66831","451568","38980","56463","70,95"
"23","CEARÁ","08/2016","1302793","71,90","888575","298520","1187095","115698","68681","73,63"
"24","RIO GRANDE DO NORTE","08/2016","431382","68,35","296058","94686","390744","40638","38628","70,43"
"25","PARAÍBA","08/2016","580663","71,50","451274","85111","536385","44278","103206","73,25"
"26","PERNAMBUCO","08/2016","1354630","72,85","992541","254667","1247208","107422","122874","74,03"
"27","ALAGOAS","08/2016","459884","68,97","339784","81836","421620","38264","32789","70,30"
"28","SERGIPE","08/2016","322010","70,56","237354","57883","295237","26773","10971","72,44"
"29","BAHIA","08/2016","2209908","71,61","1596842","395161","1992003","217905","204910","73,77"
"31","MINAS GERAIS","08/2016","1722299","66,36","896569","536349","1432918","289381","152750","68,50"
"32","ESPÍRITO SANTO","08/2016","285032","62,47","148108","90635","238743","46289","25220","64,12"
"33","RIO DE JANEIRO","08/2016","1031404","63,44","655276","235995","891271","140133","127856","64,08"
"35","SÃO PAULO","08/2016","2433259","64,92","1220507","727730","1948237","485022","236489","64,98"
"41","PARANÁ","08/2016","836646","67,41","321681","330337","652018","184628","57267","69,65"
"42","SANTA CATARINA","08/2016","259954","58,04","102822","87651","190473","69481","21768","61,20"
"43","RIO GRANDE DO SUL","08/2016","658011","60,50","323093","195578","518671","139340","63923","62,92"
"50","MATO GROSSO DO SUL","08/2016","269821","61,51","116598","84311","200909","68912","18935","64,79"
"51","MATO GROSSO","08/2016","319640","64,30","141713","100054","241767","77873","14825","65,78"
"52","GOIÁS","08/2016","526175","63,35","272162","158138","430300","95875","18772","65,82"
"53","DISTRITO FEDERAL","08/2016","113562","50,25","67938","31963","99901","13661","7397","50,33"
"11","RONDÔNIA","09/2016","147629","59,83","73447","44235","117682","29947","3240","63,06"
"12","ACRE","09/2016","93585","74,11","76985","13198","90183","3402","21010","76,63"
"13","AMAZONAS","09/2016","407966","69,22","319700","60000","379700","28266","36235","71,75"
"14","RORAIMA","09/2016","70962","75,69","45335","16037","61372","9590","4548","78,24"
